,BlockID,MaxCurrentRate,Latitude,Longitude,Average.Duration.of.Paid.Parkers.in.Hours,Unpaid.Vehicles,Expired.Vehicles,Exempt.Vehicles,Spaces.Occupied,Survey.Count,Receipt.Transactions,Mobile.Transactions,StreetDirection,StreetSide,BlockDescription,BlockStartNumber,BlockEndNumber,TerminalLocationAddress,TerminalID,Area,Zone,ID,X,Y,MegaCluster_Flag,Tickets,Cars
1508,B371612,2,41.84425089,-87.70747639,0.859,7,4,0,39,52,2374,316,S,W, 2602 - 2610 S SPAULDING AVE ,2602,2610,2606 S SPAULDING AVE,371612,371,6,1508,441265.6621,4632725.728,0,0.211538462,0.75
1509,B371613,2,41.84428585,-87.70743817,0.722,7,2,0,49,52,5697,1053,S,E, 2601 - 2613 S SPAULDING AVE ,2601,2613,2607 S SPAULDING AVE,371613,371,6,1509,441268.8671,4632729.583,0,0.173076923,0.942307692
1510,B371614,2,41.84447168,-87.70684607,0.433,23,1,1,92,51,17062,737,W,S, 3233 - 3257 W 26TH ST ,3233,3257,3247 W 26TH ST,371614,371,6,1510,441318.193,4632749.811,0,0.470588235,1.803921569
1511,B371615,2,41.84419644,-87.70625934,0.607,1,0,1,14,10,6340,274,S,W, 2602 - 2616 S SAWYER AVE ,2602,2616,2608 S SAWYER AVE,371615,371,6,1511,441366.6519,4632718.851,0,0.1,1.4
1512,B371616,2,41.8442369,-87.70622112,0.647,7,0,0,22,12,9651,292,S,E, 2603 - 2615 S SAWYER AVE ,2603,2615,2609 S SAWYER AVE,371616,371,6,1512,441369.8618,4632723.317,0,0.583333333,1.833333333
1513,B371617,2,41.84448117,-87.70598173,0.69,3,0,0,13,9,7044,413,W,S, 3215 - 3223 W 26TH ST ,3215,3223,3221 W 26TH ST,371617,371,6,1513,441389.9589,4632750.274,0,0.333333333,1.444444444
1514,B371618,2,41.84450765,-87.70421885,0.639,2,1,0,13,11,2259,631,W,S, 3141 - 3149 W 26TH ST ,3141,3149,3141 W 26TH ST,371618,371,6,1514,441536.3368,4632752.013,0,0.272727273,1.181818182
1515,B371619,2,41.84431882,-87.70865656,0.745,3,1,0,8,49,748,50,S,E, 2603 - 2607 S CHRISTIANA AVE ,2603,2607,2605 S CHRISTIANA AVE,371619,371,6,1515,441167.7467,4632734.078,0,0.081632653,0.163265306
1516,B371620,2,41.8446645,-87.70623721,0.716,6,0,0,15,57,1689,106,S,E, 2553 - 2555 S SAWYER AVE ,2553,2555,2553 S SAWYER AVE,371620,371,6,1516,441368.9165,4632770.803,0,0.105263158,0.263157895
1517,B372601,2,41.84503992,-87.69465074,1.835,16,3,3,123,40,3055,424,S,E, 2531 - 2551 S CALIFORNIA BLVD ,2531,2551,2541 S CALIFORNIA BLVD,372601,372,6,1517,442331.1557,4632804.64,0,0.475,3.075
1518,B372602,2,41.84624577,-87.69468293,2.085,3,1,0,58,29,689,123,S,E, 2509 - 2525 S CALIFORNIA BLVD ,2509,2525,2517 S CALIFORNIA BLVD,372602,372,6,1518,442329.5663,4632938.543,0,0.137931034,2
1519,B372603,2,41.84583092,-87.69469097,1.809,5,2,0,38,28,1473,203,S,W, 2512 - 2530 S CALIFORNIA BLVD ,2512,2530,2520 S CALIFORNIA BLVD,372603,372,6,1519,442328.5262,4632892.489,0,0.25,1.357142857
1520,B372604,2,41.84507289,-87.69467119,1.839,6,12,4,114,30,2881,447,S,W, 2536 - 2554 S CALIFORNIA BLVD ,2536,2554,2544 S CALIFORNIA BLVD,372604,372,6,1520,442329.4876,4632808.314,0,0.6,3.8
1521,B372605,2,41.84570502,-87.69521937,1.649,8,6,4,115,27,2917,359,S,E, 2519 - 2535 S CALIFORNIA AVE ,2519,2535,2527 S CALIFORNIA AVE,372605,372,6,1521,442284.5464,4632878.865,0,0.518518519,4.259259259
1522,B372606,2,41.84534136,-87.69524619,1.363,6,3,1,51,25,2150,413,S,W, 2536 - 2542 S CALIFORNIA AVE ,2536,2542,2538 S CALIFORNIA AVE,372606,372,6,1522,442281.993,4632838.507,0,0.36,2.04
1523,B372607,2,41.84468748,-87.69623324,1.282,0,3,0,12,19,1593,317,W,N, 2804 - 2834 W 26TH ST ,2804,2834,2820 W 26TH ST,372607,372,6,1523,442199.461,4632766.573,0,0.157894737,0.631578947
1524,B372608,2,41.84483584,-87.69770242,1.246,1,0,0,2,9,287,28,S,W, 2550 - 2556 S FRANCISCO AVE ,2550,2556,2554 S FRANCISCO AVE,372608,372,6,1524,442077.6244,4632784.035,0,0.111111111,0.222222222
1525,B372609,2,41.84463852,-87.69888125,0.868,2,0,0,2,18,184,75,W,N, 2906 - 2940 W 26TH ST ,2906,2940,2922 W 26TH ST,372609,372,6,1525,441979.5806,4632762.923,0,0.111111111,0.111111111
1526,B372610,2,41.84483434,-87.69766487,1.127,5,0,0,5,11,219,57,S,E, 2553 - 2557 S FRANCISCO AVE ,2553,2557,2555 S FRANCISCO AVE,372610,372,6,1526,442080.7404,4632783.843,0,0.454545455,0.454545455
1527,B373301,2,41.89265052,-87.65785217,1.116,14,1,0,38,39,477,530,N,W, 590 - 614 N OGDEN AVE ,590,614,604 N OGDEN AVE,373301,373,3,1527,445426.6422,4638066.652,0,0.384615385,0.974358974
1528,B373302,2,41.89224221,-87.65819617,1.037,3,0,0,35,39,881,1089,N,W, 548 - 560 N OGDEN AVE ,548,560,552 N OGDEN AVE,373302,373,3,1528,445397.7572,4638021.537,0,0.076923077,0.897435897
1529,B373303,2,41.89197865,-87.65839398,0.902,18,3,3,112,39,2263,3544,N,W, 530 - 546 N OGDEN AVE ,530,546,536 N OGDEN AVE,373303,373,3,1529,445381.1227,4637992.4,0,0.538461538,2.871794872
1530,B373304,2,41.89198514,-87.6581271,1.194,26,2,0,95,38,2044,3166,N,E, 531 - 541 N OGDEN AVE ,531,541,535 N OGDEN AVE,373304,373,3,1530,445403.2681,4637992.951,0,0.736842105,2.5
1531,B373305,2,41.89226317,-87.65787765,1.261,21,3,0,74,37,1292,2125,N,E, 545 - 567 N OGDEN AVE ,545,567,555 N OGDEN AVE,373305,373,3,1531,445424.1987,4638023.662,0,0.648648649,2
1532,B373306,2,41.89526405,-87.65536308,1.349,2,0,0,11,41,468,707,N,E, 723 - 733 N OGDEN AVE ,723,733,729 N OGDEN AVE,373306,373,3,1532,445635.3468,4638355.246,0,0.048780488,0.268292683
1533,B373307,2,41.89686127,-87.65401326,1.27,17,4,1,70,45,1378,1407,N,E, 803 - 823 N OGDEN AVE ,803,823,817 N OGDEN AVE,373307,373,3,1533,445748.6714,4638531.727,0,0.466666667,1.555555556
1534,B373308,2,41.89666861,-87.65421912,1.31,2,0,0,20,43,923,603,N,E, 803 - 835 N OGDEN-MEDIAN AVE ,803,835,813 N OGDEN-MEDIAN AVE,373309,373,3,1534,445731.4318,4638510.466,0,0.046511628,0.465116279
1535,B373310,2,41.89704844,-87.65403673,1.458,11,3,3,102,44,2464,3662,N,W, 808 - 838 N OGDEN-MEDIAN AVE ,808,838,824 N OGDEN-MEDIAN AVE,373311,373,3,1535,445746.8829,4638552.523,0,0.318181818,2.318181818
1536,B373312,2,41.89685878,-87.65425131,1.396,4,3,0,61,44,1078,1627,N,W, 810 - 826 N OGDEN AVE ,810,826,818 N OGDEN AVE,373312,373,3,1536,445728.9226,4638531.601,0,0.159090909,1.386363636
1537,B373313,2,41.89537836,-87.65550792,1.322,12,3,0,55,46,1425,1904,N,W, 734 - 740 N OGDEN AVE ,734,740,738 N OGDEN AVE,373313,373,3,1537,445623.4287,4638368.029,0,0.326086957,1.195652174
1538,B373315,2,41.89578615,-87.65515052,1.058,1,0,4,25,43,1302,1626,N,W, 760 - 762 N OGDEN AVE ,760,762,760 N OGDEN AVE,373315,373,3,1538,445653.4221,4638413.078,0,0.023255814,0.581395349
1539,B373316,2,41.89556354,-87.65511431,1.3,3,0,0,28,41,1060,1556,N,E, 745 - 751 N OGDEN AVE ,745,751,749 N OGDEN AVE,373316,373,3,1539,445656.2371,4638388.34,0,0.073170732,0.682926829
1540,B374401,4,41.9026274,-87.63445929,1.428,176,42,41,823,120,9301,11880,N,W, 1114 - 1158 N WELLS ST ,1114,1158,1116 N WELLS ST,374402,374,4,1540,447375.4429,4639159.747,1,1.816666667,6.858333333
1541,B374403,4,41.90088459,-87.6343862,1.242,36,6,37,290,115,5182,3909,N,W, 1002 - 1018 N WELLS ST ,1002,1018,1010 N WELLS ST,374403,374,4,1541,447380.0744,4638966.202,1,0.365217391,2.52173913
1542,B374404,4,41.90054121,-87.63510503,0.848,20,0,1,128,112,2150,1066,W,N, 226 - 242 W OAK ST ,226,242,234 W OAK ST,374404,374,4,1542,447320.1677,4638928.518,1,0.178571429,1.142857143
1543,B374405,4,41.9005125,-87.63492766,1.014,15,5,1,187,114,3710,2261,W,S, 209 - 259 W OAK ST ,209,259,219 W OAK ST,374406,374,4,1543,447334.8564,4638925.222,1,0.175438596,1.640350877
1544,B374407,4,41.9001609,-87.63435602,1.158,8,4,55,161,113,2277,1243,N,W, 944 - 958 N WELLS ST ,944,958,952 N WELLS ST,374407,374,4,1544,447381.9836,4638885.834,1,0.10619469,1.424778761
1545,B374408,4,41.89976062,-87.63460614,0.45,17,5,25,226,119,11393,1079,W,N, 204 - 230 W WALTON ST ,204,230,218 W WALTON ST,374408,374,4,1545,447360.908,4638841.545,1,0.18487395,1.899159664
1546,B374410,4,41.89958893,-87.63433054,0.655,1,0,0,35,107,2069,477,N,W, 914 - 930 N WELLS ST ,914,930,924 N WELLS ST,374410,374,4,1546,447383.6276,4638822.314,1,0.009345794,0.327102804
1547,B374411,4,41.8984874,-87.63429902,1.379,3,1,0,9,112,289,258,N,W, 844 - 858 N WELLS ST ,844,858,850 N WELLS ST,374411,374,4,1547,447385.3379,4638699.994,1,0.035714286,0.080357143
1548,B374412,4,41.89819592,-87.63504066,1.412,15,2,2,95,115,1765,2553,W,N, 206 - 228 W CHESTNUT ST ,206,228,220 W CHESTNUT ST,374412,374,4,1548,447323.5795,4638668.087,1,0.147826087,0.826086957
1549,B374413,4,41.8981725,-87.63469065,1.351,32,4,0,155,112,1983,2597,W,S, 205 - 219 W CHESTNUT ST ,205,219,209 W CHESTNUT ST,374413,374,4,1549,447352.5936,4638665.272,1,0.321428571,1.383928571
1550,B374414,4,41.89773923,-87.63427354,1.421,19,5,2,158,114,2366,3193,N,W, 820 - 840 N WELLS ST ,820,840,836 N WELLS ST,374414,374,4,1550,447386.8373,4638616.911,1,0.210526316,1.385964912
1551,B374415,4,41.90381696,-87.63548899,1.218,27,3,6,249,119,2844,5695,W,S, 205 - 311 W DIVISION ST ,205,311,225 W DIVISION ST,374415,374,4,1551,447291.0136,4639292.453,1,0.25210084,2.092436975
1552,B374416,4,41.90383965,-87.63583794,1.242,34,4,9,361,119,4411,9000,W,N, 206 - 310 W DIVISION ST ,206,310,232 W DIVISION ST,374416,374,4,1552,447262.0894,4639295.187,1,0.319327731,3.033613445
1553,B375601,2,41.84476241,-87.69211605,1.416,0,0,0,0,15,28,11,W,N, 2606 - 2650 W 26TH ST ,2606,2650,2634 W 26TH ST,375602,375,6,1553,442541.3346,4632772.13,0,0,0
1554,B375603,2,41.84474093,-87.69353427,1.556,30,2,0,58,30,1192,222,W,N, 2702 - 2734 W 26TH ST ,2702,2734,2718 W 26TH ST,375603,375,6,1554,442423.5758,4632770.695,0,1.066666667,1.933333333
1555,B375604,2,41.84472145,-87.69306354,1.754,11,3,0,61,24,1817,262,W,S, 2711 - 2757 W 26TH ST ,2711,2757,2721 W 26TH ST,375605,375,6,1555,442462.638,4632768.216,0,0.583333333,2.541666667
1556,B376601,2,41.8420689,-87.69458804,1.659,92,27,7,648,60,20068,2555,S,W, 2604 - 2660 S CALIFORNIA BLVD ,2604,2660,2640 S CALIFORNIA BLVD,376602,376,6,1556,442333.6932,4632474.735,0,1.983333333,10.8
1557,B376603,2,41.83959832,-87.69422259,1.633,371,52,6,1712,143,33990,3383,S,W, 2812 - 3010 S CALIFORNIA BLVD ,2812,3010,2912 S CALIFORNIA BLVD,376605,376,6,1557,442361.8167,4632200.189,0,2.958041958,11.97202797
1558,B377601,2,41.84030693,-87.69422092,1.564,189,16,3,774,113,15716,2072,S,E, 2849 - 2959 S CALIFORNIA BLVD ,2849,2959,2859 S CALIFORNIA BLVD,377603,377,6,1558,442362.5913,4632278.863,0,1.814159292,6.849557522
1559,B377604,2,41.84193899,-87.6945468,1.628,122,35,26,922,69,25626,2637,S,E, 2603 - 2847 S CALIFORNIA BLVD ,2603,2847,2667 S CALIFORNIA BLVD,377605,377,6,1559,442337.0004,4632460.284,0,2.275362319,13.36231884
1560,B378601,2,41.8412626,-87.69395135,1.82,4,5,0,40,23,1010,155,W,S, 2735 - 2755 W 28TH ST ,2735,2755,2743 W 28TH ST,378601,378,6,1560,442385.8297,4632384.787,0,0.391304348,1.739130435
1561,B378602,2,41.8430395,-87.69264244,1.652,0,0,0,0,17,7,3,S,E, 2625 - 2759 S WASHTENAW AVE ,2625,2759,2647 S WASHTENAW AVE,378604,378,6,1561,442496.0914,4632581.193,0,0,0
1562,B378605,2,41.84429185,-87.69173987,1.721,0,0,0,0,17,6,2,S,E, 2603 - 2621 S WASHTENAW AVE ,2603,2621,2613 S WASHTENAW AVE,378605,378,6,1562,442572.144,4632719.633,0,0,0
1563,B379606,2,41.8409723,-87.70057851,1.967,5,8,3,71,25,2024,155,W,N, 2708 - 2734 W 28TH ST ,2708,2734,2720 W 28TH ST,379606,379,6,1563,441835.3546,4632357.022,0,0.52,2.84
1564,B379607,2,41.84408554,-87.69176871,1.957,2,0,0,7,13,12,2,S,W, 2602 - 2750 S WASHTENAW AVE ,2602,2750,2620 S WASHTENAW AVE,379607,379,6,1564,442569.5652,4632696.747,0,0.153846154,0.538461538
1565,B380601,2,41.79971382,-87.59047106,0.974,16,2,0,115,36,10762,5601,S,W, 5234 - 5246 S BLACKSTONE AVE ,5234,5246,5234 S BLACKSTONE AVE,380601,380,6,1565,450945.447,4627707.55,0,0.5,3.194444444
1566,B380602,2,41.79950986,-87.5908573,0.992,10,1,2,145,39,15689,9422,E,N, 1406 - 1428 E 53RD ST ,1406,1428,1420 E 53RD ST,380602,380,6,1566,450913.2036,4627685.126,0,0.282051282,3.717948718
1567,B380603,2,41.79991077,-87.59176858,1.102,5,2,4,45,30,4700,2585,S,E, 5247 - 5255 S DORCHESTER AVE ,5247,5255,5251 S DORCHESTER AVE,380603,380,6,1567,450837.8031,4627730.158,0,0.233333333,1.5
1568,B380604,2,41.79987478,-87.59180546,1.06,7,1,8,45,30,3165,2386,S,W, 5250 - 5256 S DORCHESTER AVE ,5250,5256,5252 S DORCHESTER AVE,380604,380,6,1568,450834.7117,4627726.184,0,0.266666667,1.5
1569,B380605,2,41.79949937,-87.59205826,0.784,7,2,0,74,35,10667,5375,E,N, 1368 - 1376 E 53RD ST ,1368,1376,1370 E 53RD ST,380605,380,6,1569,450813.4227,4627684.648,0,0.257142857,2.114285714
1570,B380606,2,41.79948287,-87.59424627,0.739,25,4,8,189,40,28833,17093,E,N, 1304 - 1360 E 53RD ST ,1304,1360,1312 E 53RD ST,380607,380,6,1570,450631.6354,4627684.07,0,0.725,4.725
1571,B380608,2,41.79940489,-87.60117039,0.809,7,0,11,33,26,841,791,E,N, 1002 - 1014 E 53RD ST ,1002,1014,1008 E 53RD ST,380608,380,6,1571,450056.3354,4627679.413,0,0.269230769,1.269230769
1572,B380609,2,41.79937989,-87.60078482,0.742,14,1,0,34,25,1309,868,E,S, 1003 - 1015 E 53RD ST ,1003,1015,1007 E 53RD ST,380609,380,6,1572,450088.3483,4627676.413,0,0.6,1.36
1573,B380610,2,41.79945888,-87.5940451,0.834,66,1,6,318,49,24997,19501,E,S, 1305 - 1377 E 53RD ST ,1305,1377,1315 E 53RD ST,380610,380,6,1573,450648.3297,4627681.291,0,1.367346939,6.489795918
1574,B380613,2,41.79928691,-87.59179272,0.794,9,1,2,40,31,5710,2453,S,W, 5304 - 5308 S DORCHESTER AVE ,5304,5308,5304 S DORCHESTER AVE,380613,380,6,1574,450835.3207,4627660.908,0,0.322580645,1.290322581
1575,B380614,2,41.79927592,-87.59175383,0.792,7,1,0,30,24,2419,916,S,E, 5303 - 5309 S DORCHESTER AVE ,5303,5309,5307 S DORCHESTER AVE,380614,380,6,1575,450838.5432,4627659.665,0,0.333333333,1.25
1576,B380616,2,41.79927992,-87.59046301,0.96,14,0,5,68,32,8575,3523,S,W, 5304 - 5312 S BLACKSTONE AVE ,5304,5312,5306 S BLACKSTONE AVE,380616,380,6,1576,450945.7849,4627659.372,0,0.4375,2.125
1577,B381601,2,41.79949887,-87.58982264,1.118,27,5,6,220,40,21074,15349,E,S, 1443 - 1463 E 53RD ST ,1443,1463,1451 E 53RD ST,381601,381,6,1577,450999.1522,4627683.316,0,0.8,5.5
1578,B381602,2,41.79954985,-87.58615874,0.961,8,1,0,49,29,4077,2518,E,S, 1603 - 1621 E 53RD ST ,1603,1621,1609 E 53RD ST,381602,381,6,1578,451303.5788,4627686.894,0,0.310344828,1.689655172
1579,B381603,2,41.79957535,-87.58482032,1.065,20,5,25,153,33,6413,6679,E,S, 1635 - 1657 E 53RD ST ,1635,1657,1645 E 53RD ST,381603,381,6,1579,451414.7907,4627688.967,0,0.757575758,4.636363636
1580,B381604,2,41.79960334,-87.58477874,1.074,27,9,3,156,33,8285,7931,E,N, 1634 - 1654 E 53RD ST ,1634,1654,1644 E 53RD ST,381604,381,6,1580,451418.2662,4627692.052,0,1.090909091,4.727272727
1581,B381605,2,41.79958185,-87.58585699,1.082,8,0,1,68,30,5288,4739,E,N, 1604 - 1618 E 53RD ST ,1604,1618,1616 E 53RD ST,381605,381,6,1581,451328.6717,4627690.276,0,0.266666667,2.266666667
1582,B381606,2,41.79955235,-87.58790888,1.039,8,1,3,121,42,10448,7463,E,N, 1504 - 1530 E 53RD ST ,1504,1530,1512 E 53RD ST,381606,381,6,1582,451158.1834,4627688.164,0,0.214285714,2.880952381
1583,B381607,2,41.79954236,-87.58858413,1.117,14,2,3,185,40,16979,12797,E,N, 1438 - 1462 E 53RD ST ,1438,1462,1448 E 53RD ST,381607,381,6,1583,451102.0777,4627687.439,0,0.4,4.625
1584,B381608,2,41.79951636,-87.58854859,1.072,18,2,7,238,41,20793,16018,E,S, 1507 - 1515 E 53RD ST ,1507,1515,1513 E 53RD ST,381608,381,6,1584,451105.0105,4627684.532,0,0.487804878,5.804878049
1585,B381609,2,41.79980779,-87.58907564,1.17,4,0,0,84,35,9301,5549,S,E, 5237 - 5243 S HARPER AVE ,5237,5243,5241 S HARPER AVE,381609,381,6,1585,451061.4462,4627717.188,0,0.114285714,2.4
1586,B381610,2,41.79982479,-87.5891152,1.193,15,3,2,191,41,10636,10721,S,W, 5224 - 5242 S HARPER AVE ,5224,5242,5230 S HARPER AVE,381610,381,6,1586,451058.1726,4627719.098,0,0.43902439,4.658536585
1587,B381611,2,41.79969532,-87.59043485,1.036,11,2,0,130,35,9788,5726,S,E, 5231 - 5245 S BLACKSTONE AVE ,5231,5245,5237 S BLACKSTONE AVE,381611,381,6,1587,450948.4411,4627705.476,0,0.371428571,3.714285714
1588,B381612,2,41.7984641,-87.58732282,1.144,93,9,4,549,72,12579,12491,S,W, 5304 - 5344 S LAKE PARK SERVICE DR ,5304,5344,5330 S LAKE PARK SERVICE DR,381613,381,6,1588,451206.0463,4627567.008,0,1.416666667,7.625
1589,B381614,2,41.7993644,-87.59042747,0.926,2,1,6,30,30,4554,1793,S,E, 5303 - 5305 S BLACKSTONE AVE ,5303,5305,5305 S BLACKSTONE AVE,381614,381,6,1589,450948.8019,4627668.731,0,0.1,1
1590,B381615,2,41.79939939,-87.58911051,1.009,6,0,3,59,39,4055,2569,S,W, 5304 - 5306 S HARPER AVE ,5304,5306,5304 S HARPER AVE,381615,381,6,1590,451058.2386,4627671.865,0,0.153846154,1.512820513
1591,B381617,2,41.79901847,-87.58733422,1.082,93,16,4,687,73,32276,23969,S,E, 5301 - 5353 S LAKE PARK-INNER AVE ,5301,5353,5321 S LAKE PARK-INNER AVE,381617,381,6,1591,451205.5197,4627628.563,0,1.493150685,9.410958904
1592,B382601,2,41.79524571,-87.58214213,1.172,37,10,0,110,46,3716,3557,E,N, 1742 - 1750 E 55TH ST ,1742,1750,1744 E 55TH ST,382601,382,6,1592,451634.0326,4627206.756,0,1.02173913,2.391304348
1593,B382602,2,41.79520821,-87.58484177,0.992,17,2,7,85,29,9336,6878,E,N, 1634 - 1656 E 55TH ST ,1634,1656,1644 E 55TH ST,382602,382,6,1593,451409.7099,4627204.115,0,0.655172414,2.931034483
1594,B382603,2,41.79519522,-87.58620903,0.951,7,3,3,68,26,9206,5459,E,N, 1602 - 1624 E 55TH ST ,1602,1624,1616 E 55TH ST,382603,382,6,1594,451296.1038,4627203.447,0,0.384615385,2.615384615
1595,B382605,2,41.79507402,-87.59302385,0.802,2,0,0,3,22,443,310,E,N, 1342 - 1354 E 55TH ST ,1342,1354,1350 E 55TH ST,382605,382,6,1595,450729.8143,4627193.874,0,0.090909091,0.136363636
1596,B382606,2,41.79150871,-87.59008415,0.968,7,1,1,48,24,6938,3075,E,N, 1438 - 1448 E 57TH ST ,1438,1448,1442 E 57TH ST,382606,382,6,1596,450971.3373,4626796.353,0,0.333333333,2
1597,B382607,2,41.79146122,-87.59428583,1.055,10,1,1,84,22,9537,7959,E,N, 1318 - 1334 E 57TH ST ,1318,1334,1326 E 57TH ST,382607,382,6,1597,450622.192,4626793.485,0,0.5,3.818181818
1598,B382608,2,41.79143122,-87.59432003,1.059,19,4,1,103,20,13201,11536,E,S, 1303 - 1335 E 57TH ST ,1303,1335,1321 E 57TH ST,382608,382,6,1598,450619.3274,4626790.174,0,1.15,5.15
1599,B382609,2,41.79149072,-87.58934252,0.903,12,1,1,54,23,4716,4042,E,S, 1435 - 1463 E 57TH ST ,1435,1463,1457 E 57TH ST,382609,382,6,1599,451032.9441,4626793.933,0,0.565217391,2.347826087
1600,B382611,2,41.79517022,-87.58639142,0.913,16,1,26,103,28,10602,5830,E,S, 1603 - 1627 E 55TH ST ,1603,1627,1613 E 55TH ST,382611,382,6,1600,451280.9314,4627200.775,0,0.607142857,3.678571429
1601,B382612,2,41.79518172,-87.5848297,0.961,10,1,6,55,27,6340,4156,E,S, 1635 - 1649 E 55TH ST ,1635,1649,1645 E 55TH ST,382612,382,6,1601,451410.6927,4627201.167,0,0.407407407,2.037037037
1602,B382613,2,41.79522721,-87.58154869,1.26,42,3,2,148,48,4485,5028,E,S, 1741 - 1751 E 55TH ST ,1741,1751,1745 E 55TH ST,382613,382,6,1602,451683.3235,4627204.369,0,0.9375,3.083333333
1603,B382614,2,41.79453532,-87.58774191,1.077,229,10,1,434,150,8201,6582,S,W, 5502 - 5546 S LAKE PARK   AVE ,5502,5546,5522 S LAKE PARK AVE,382614,382,6,1603,451168.2464,4627131.051,0,1.593333333,2.893333333
1604,B382616,2,41.79412388,-87.58767687,1.127,29,0,1,56,62,1317,1334,S,E, 5503 - 5543 S LAKE PARK AVE ,5503,5543,5531 S LAKE PARK AVE,382616,382,6,1604,451173.3379,4627085.333,0,0.467741935,0.903225806
1605,B382618,2,41.79543018,-87.5893499,0.877,2,1,4,17,28,2129,1929,E,N, 1506 - 1510 E 55TH ST ,1506,1510,1508 E 55TH ST,382618,382,6,1605,451035.3293,4627231.318,0,0.107142857,0.607142857
1606,B382619,2,41.795113,-87.58884366,0.995,5,0,1,29,28,2689,2464,E,S, 1505 - 1515 E 55TH ST ,1505,1515,1507 E 55TH ST,382619,382,6,1606,451077.148,4627195.814,0,0.178571429,1.035714286
1607,B383201,2,41.92529231,-87.65935573,1.051,35,0,0,98,34,3763,5079,W,N, 1204 - 1234 W FULLERTON AVE ,1204,1234,1222 W FULLERTON AVE,383201,383,2,1607,445329.77,4641691.758,0,1.029411765,2.882352941
1608,B383202,2,41.92523659,-87.66235501,1.209,9,4,0,43,30,2184,3572,W,N, 1328 - 1358 W FULLERTON AVE ,1328,1358,1348 W FULLERTON AVE,383202,383,2,1608,445081.0368,4641687.489,0,0.433333333,1.433333333
1609,B383203,2,41.92520647,-87.66269878,1.075,9,0,1,51,33,2600,3648,W,S, 1349 - 1367 W FULLERTON AVE ,1349,1367,1357 W FULLERTON AVE,383203,383,2,1609,445052.5073,4641684.365,0,0.272727273,1.545454545
1610,B383204,2,41.92522286,-87.66168604,1.16,0,0,1,11,34,1027,1213,W,S, 1335 - 1341 W FULLERTON AVE ,1335,1341,1339 W FULLERTON AVE,383204,383,2,1610,445136.4928,4641685.536,0,0,0.323529412
1611,B383205,2,41.9252441,-87.66041203,1.088,47,9,1,247,38,8683,12934,W,S, 1223 - 1255 W FULLERTON AVE ,1223,1255,1247 W FULLERTON AVE,383205,383,2,1611,445242.1456,4641687.08,0,1.473684211,6.5
1612,B383207,2,41.92529221,-87.65802345,1.474,13,1,1,46,39,1711,1766,W,S, 1137 - 1159 W FULLERTON AVE ,1137,1159,1149 W FULLERTON AVE,383207,383,2,1612,445440.2359,4641690.899,0,0.358974359,1.179487179
1613,B383208,2,41.92531353,-87.65646042,1.695,20,4,2,186,36,6552,8042,W,S, 1025 - 1129 W FULLERTON AVE ,1025,1129,1111 W FULLERTON AVE,383208,383,2,1613,445569.8527,4641692.273,0,0.666666667,5.166666667
1614,B383210,2,41.92534908,-87.65432878,1.44,12,0,2,84,37,3396,4794,W,S, 1009 - 1029 W FULLERTON AVE ,1009,1029,1019 W FULLERTON AVE,383210,383,2,1614,445746.6277,4641694.869,0,0.324324324,2.27027027
1615,B385401,4,41.88380484,-87.6427339,1.378,19.92315,4.69857,4.67808,154.0563,58.9307,4544,6583,N,W, 102 - 134 N JEFFERSON ST ,102,134,110 N JEFFERSON ST,385401,385,4,1615,446673.4562,4637075.033,1,0.417808036,2.614194299
1616,B385402,4,41.88512279,-87.6427795,1.373,48,13,22,408,101,5351,8470,N,W, 156 - 176 N JEFFERSON ST ,156,176,168 N JEFFERSON ST,385402,385,4,1616,446670.7689,4637221.39,1,0.603960396,4.03960396
1617,B385403,4,41.88619809,-87.64281705,1.298,43,11,16,322,100,4739,7105,N,W, 202 - 228 N JEFFERSON ST ,202,228,218 N JEFFERSON ST,385403,385,4,1617,446668.5478,4637340.801,1,0.54,3.22
1618,B385404,4,41.887197,-87.642809,1.414,35,14,16,278,97,3607,5460,N,W, 304 - 316 N JEFFERSON ST ,304,316,310 N JEFFERSON ST,385404,385,4,1618,446670.0464,4637451.703,1,0.505154639,2.865979381
1619,B385405,4,41.88244693,-87.64265947,1.28,79,17,80,490,97,8354,9085,N,E, 3 - 33 N JEFFERSON ST ,3,33,17 N JEFFERSON ST,385405,385,4,1619,446678.5026,4636924.222,1,0.989690722,5.051546392
1620,B385406,4,41.88378487,-87.64269434,1.414,48,9,12,439,99,5444,8674,N,E, 105 - 125 N JEFFERSON ST ,105,125,117 N JEFFERSON ST,385406,385,4,1620,446676.7219,4637072.791,1,0.575757576,4.434343434
1621,B385407,4,41.88505789,-87.64274061,1.35,34,9,24,336,102,3687,5411,N,E, 153 - 183 N JEFFERSON ST ,153,183,169 N JEFFERSON ST,385407,385,4,1621,446673.9415,4637214.16,1,0.421568627,3.294117647
1622,B385408,4,41.88629893,-87.64277816,1.369,26,5,14,213,99,3489,5219,N,E, 203 - 225 N JEFFERSON ST ,203,225,217 N JEFFERSON ST,385408,385,4,1622,446671.8582,4637351.973,1,0.313131313,2.151515152
1623,B385409,4,41.88745658,-87.64277078,1.37,62,11,17,372,93,4967,7985,N,E, 303 - 333 N JEFFERSON ST ,303,333,321 N JEFFERSON ST,385409,385,4,1623,446673.4332,4637480.499,1,0.784946237,4
